Timestamp,Battery_Pct,Solar_Switch,Load_kW,Gen_kW
2026-01-25 15:05:17,97,0,3,0
2026-01-25 15:05:18,96,0,7,0
2026-01-25 15:05:19,95,0,4,0
2026-01-25 15:05:20,94,0,5,0
2026-01-25 15:05:21,93,0,6,0
2026-01-25 15:05:22,92,0,2,0
2026-01-25 15:05:23,91,0,2,0
2026-01-25 15:05:24,90,0,5,0
2026-01-25 15:05:25,89,0,3,0
2026-01-25 15:05:26,88,0,3,0
2026-01-25 15:05:27,87,0,3,0
2026-01-25 15:05:28,86,0,6,0
2026-01-25 15:05:29,85,0,6,0
2026-01-25 15:05:30,84,0,5,0
2026-01-25 15:05:31,83,0,6,0
2026-01-25 15:05:32,82,0,2,0
2026-01-25 15:05:33,81,0,7,0
2026-01-25 15:05:34,80,0,3,0
2026-01-25 15:05:35,79,0,7,0
2026-01-25 15:05:36,80,1,7,10
2026-01-25 15:05:37,81,1,5,13
2026-01-25 15:05:38,82,1,4,11
2026-01-25 15:05:39,83,1,3,13
2026-01-25 15:05:40,84,1,2,10
2026-01-25 15:05:41,85,1,7,12
2026-01-25 15:05:42,86,1,2,13
2026-01-25 15:05:43,87,1,2,14
2026-01-25 15:05:44,88,1,7,11
2026-01-25 15:05:45,89,1,6,13
2026-01-25 15:05:46,90,1,5,14
2026-01-25 15:05:47,91,1,5,13
2026-01-25 15:05:48,92,1,6,10
2026-01-25 15:05:49,93,1,3,14
2026-01-25 15:05:50,94,1,6,13
2026-01-25 15:05:51,95,1,7,13
2026-01-25 15:05:52,96,1,7,12
2026-01-25 15:05:53,97,1,4,14
2026-01-25 15:05:54,98,1,4,14
2026-01-25 15:05:55,99,1,7,13
2026-01-25 15:05:56,100,1,6,14
2026-01-25 15:05:57,99,0,4,0
2026-01-25 15:05:58,98,0,6,0
2026-01-25 15:05:59,97,0,5,0
2026-01-25 15:06:00,96,0,4,0
2026-01-25 15:06:01,95,0,7,0
2026-01-25 15:06:02,94,0,5,0
2026-01-25 15:06:03,93,0,2,0
2026-01-25 15:06:04,92,0,4,0
2026-01-25 15:06:05,91,0,6,0
2026-01-25 15:06:06,90,0,5,0
2026-01-25 15:06:07,89,0,7,0
2026-01-25 15:06:08,88,0,7,0
2026-01-25 15:06:09,87,0,2,0
2026-01-25 15:06:10,86,0,4,0
2026-01-25 15:06:11,85,0,3,0
2026-01-25 15:06:12,84,0,2,0
2026-01-25 15:06:13,83,0,7,0
2026-01-25 15:06:14,82,0,5,0
2026-01-25 15:06:15,81,0,4,0
2026-01-25 15:06:16,80,0,4,0
2026-01-25 15:06:17,79,0,6,0
2026-01-25 15:06:18,80,1,4,13
2026-01-25 15:06:19,81,1,5,11
2026-01-25 15:06:20,82,1,5,11
2026-01-25 15:06:21,83,1,4,11
2026-01-25 15:06:22,84,1,3,13
2026-01-25 15:06:23,85,1,6,13
2026-01-25 15:06:24,86,1,7,12
2026-01-25 15:06:25,87,1,3,14
2026-01-25 15:06:26,88,1,5,11
2026-01-25 15:06:27,89,1,6,12
2026-01-25 15:06:28,90,1,3,11
2026-01-25 15:06:29,91,1,7,13
2026-01-25 15:06:30,92,1,7,10
2026-01-25 15:06:31,93,1,7,12
2026-01-25 15:06:32,94,1,5,13
2026-01-25 15:06:33,95,1,7,13
2026-01-25 15:06:34,96,1,6,14
2026-01-25 15:06:35,97,1,7,13
2026-01-25 15:06:36,98,1,5,14
2026-01-25 15:06:37,99,1,6,11
2026-01-25 15:06:38,100,1,7,12
2026-01-25 15:06:39,99,0,3,0
2026-01-25 15:06:40,98,0,5,0
2026-01-25 15:06:41,97,0,7,0
2026-01-25 15:06:42,96,0,4,0
2026-01-25 15:06:43,95,0,6,0
2026-01-25 15:06:44,94,0,6,0
2026-01-25 15:06:45,93,0,3,0
2026-01-25 15:06:46,92,0,5,0
2026-01-25 15:06:47,91,0,7,0
2026-01-25 15:06:48,90,0,4,0
2026-01-25 15:06:49,89,0,2,0
2026-01-25 15:06:50,88,0,2,0
2026-01-25 15:06:51,87,0,7,0
2026-01-25 15:06:52,86,0,2,0
2026-01-25 15:06:53,85,0,4,0
2026-01-25 15:06:54,84,0,7,0
2026-01-25 15:06:55,83,0,4,0
2026-01-25 15:06:56,82,0,4,0
2026-01-25 15:06:57,81,0,5,0
2026-01-25 15:06:58,80,0,7,0
2026-01-25 15:06:59,79,0,2,0
2026-01-25 15:07:00,80,1,3,12
2026-01-25 15:07:01,81,1,2,12
2026-01-25 15:07:02,82,1,4,14
2026-01-25 15:07:03,83,1,5,14
2026-01-25 15:07:04,84,1,4,13
2026-01-25 15:07:05,85,1,2,14
2026-01-25 15:07:06,86,1,5,11
2026-01-25 15:07:07,87,1,4,11
2026-01-25 15:07:08,88,1,4,11
2026-01-25 15:07:09,89,1,5,11
2026-01-25 15:07:10,90,1,2,13
2026-01-25 15:07:11,91,1,4,12
2026-01-25 15:07:12,92,1,5,12
2026-01-25 15:07:13,93,1,4,14
2026-01-25 15:07:14,94,1,6,11
2026-01-25 15:07:15,95,1,7,14
2026-01-25 15:07:16,96,1,5,14
2026-01-25 15:07:17,97,1,7,12
2026-01-25 15:07:18,98,1,3,13
2026-01-25 15:07:19,99,1,3,14
2026-01-25 15:07:20,100,1,3,11
2026-01-25 15:07:21,99,0,6,0
2026-01-25 15:07:22,98,0,4,0
2026-01-25 15:07:23,97,0,3,0
2026-01-25 15:07:24,96,0,4,0
2026-01-25 15:07:25,95,0,2,0
2026-01-25 15:07:26,94,0,5,0
2026-01-25 15:07:27,93,0,2,0
2026-01-25 15:07:28,92,0,2,0
2026-01-25 15:07:29,91,0,7,0
2026-01-25 15:07:30,90,0,2,0
2026-01-25 15:07:31,89,0,6,0
2026-01-25 15:07:32,88,0,3,0
2026-01-25 15:07:33,87,0,4,0
2026-01-25 15:07:34,86,0,4,0
2026-01-25 15:07:35,85,0,3,0
2026-01-25 15:07:36,84,0,2,0
2026-01-25 15:07:37,83,0,4,0
2026-01-25 15:07:38,82,0,5,0
2026-01-25 15:07:39,81,0,4,0
2026-01-25 15:07:40,80,0,4,0
2026-01-25 15:07:41,79,0,2,0
2026-01-25 15:07:42,80,1,6,13
2026-01-25 15:07:43,81,1,3,11
2026-01-25 15:07:44,82,1,5,14
2026-01-25 15:07:45,83,1,5,13
2026-01-25 15:07:46,84,1,7,12
2026-01-25 15:07:47,85,1,7,13
2026-01-25 15:07:48,86,1,2,13
2026-01-25 15:07:49,87,1,7,13
2026-01-25 15:07:50,88,1,2,13
2026-01-25 15:07:51,88,1,2,13
2026-01-25 15:07:52,89,1,3,14
2026-01-25 15:07:53,90,1,5,13
2026-01-25 15:07:54,91,1,7,14
2026-01-25 15:07:55,92,1,4,14
2026-01-25 15:07:56,93,1,5,13
2026-01-25 15:07:57,94,1,2,14
2026-01-25 15:07:58,95,1,4,11
2026-01-25 15:07:59,96,1,7,13
2026-01-25 15:08:00,97,1,5,14
2026-01-25 15:08:01,98,1,7,14
2026-01-25 15:08:02,99,1,5,10
2026-01-25 15:08:03,100,1,4,14
2026-01-25 15:08:04,99,0,4,0
2026-01-25 15:08:05,98,0,7,0
2026-01-25 15:08:06,97,0,6,0
2026-01-25 15:08:07,96,0,6,0
2026-01-25 15:08:08,95,0,3,0
2026-01-25 15:08:09,94,0,4,0
2026-01-25 15:08:10,93,0,2,0
2026-01-25 15:08:11,92,0,2,0
2026-01-25 15:08:12,91,0,4,0
2026-01-25 15:08:13,90,0,5,0
2026-01-25 15:08:14,89,0,7,0
2026-01-25 15:08:15,88,0,4,0
2026-01-25 15:08:16,87,0,7,0
2026-01-25 15:08:17,86,0,6,0
2026-01-25 15:08:18,85,0,4,0
2026-01-25 15:08:19,84,0,4,0
2026-01-25 15:08:20,83,0,6,0
2026-01-25 15:08:22,82,0,4,0
2026-01-25 15:08:23,81,0,5,0
2026-01-25 15:08:24,80,0,4,0
2026-01-25 15:08:25,79,0,5,0
2026-01-25 15:08:26,80,1,2,13
2026-01-25 15:08:27,81,1,7,11
2026-01-25 15:08:28,82,1,5,11
2026-01-25 15:08:29,83,1,3,11
2026-01-25 15:08:30,84,1,4,12
2026-01-25 15:08:31,85,1,2,11
2026-01-25 15:08:32,86,1,5,10
2026-01-25 15:08:33,87,1,7,10
2026-01-25 15:08:34,88,1,2,11
2026-01-25 15:08:35,89,1,6,14
2026-01-25 15:08:36,90,1,2,13
2026-01-25 15:08:37,91,1,5,12
2026-01-25 15:08:38,92,1,4,12
2026-01-25 15:08:39,93,1,4,12
2026-01-25 15:08:40,94,1,3,12
2026-01-25 15:08:41,95,1,6,10
2026-01-25 15:08:42,96,1,2,12
2026-01-25 15:08:43,97,1,7,14
2026-01-25 15:08:44,98,1,6,13
2026-01-25 15:08:45,99,1,6,12
2026-01-25 15:08:46,100,1,7,12
2026-01-25 15:08:47,99,0,5,0
2026-01-25 15:08:48,98,0,3,0
2026-01-25 15:08:49,97,0,6,0
2026-01-25 15:08:50,96,0,3,0
2026-01-25 15:08:51,95,0,4,0
2026-01-25 15:08:52,94,0,2,0
2026-01-25 15:08:53,93,0,5,0
2026-01-25 15:08:54,92,0,6,0
2026-01-25 15:08:55,91,0,2,0
2026-01-25 15:08:56,90,0,4,0
2026-01-25 15:08:57,89,0,3,0
2026-01-25 15:08:58,88,0,3,0
2026-01-25 15:08:59,87,0,5,0
2026-01-25 15:09:00,86,0,7,0
2026-01-25 15:09:01,85,0,5,0
2026-01-25 15:09:02,84,0,2,0
2026-01-25 15:09:03,83,0,3,0
2026-01-25 15:09:04,82,0,7,0
2026-01-25 15:09:05,81,0,6,0
2026-01-25 15:09:06,80,0,6,0
2026-01-25 15:09:07,79,0,4,0
2026-01-25 15:09:08,80,1,6,11
2026-01-25 15:09:09,81,1,3,12
2026-01-25 15:09:10,82,1,6,14
2026-01-25 15:09:11,83,1,4,14
2026-01-25 15:09:12,84,1,7,10
2026-01-25 15:09:13,85,1,4,11
2026-01-25 15:09:14,86,1,6,11
2026-01-25 15:09:15,87,1,4,13
2026-01-25 15:09:16,88,1,2,12
2026-01-25 15:09:17,89,1,4,14
2026-01-25 15:09:18,90,1,4,10
2026-01-25 15:09:19,91,1,2,11
2026-01-25 15:09:20,92,1,7,13
2026-01-25 15:09:21,93,1,6,13
2026-01-25 15:09:22,94,1,5,11
2026-01-25 15:09:23,95,1,3,11
2026-01-25 15:09:24,96,1,2,11
2026-01-25 15:09:25,97,1,5,12
2026-01-25 15:09:26,98,1,5,10
2026-01-25 15:09:27,99,1,4,14
2026-01-25 15:09:28,100,1,7,11
2026-01-25 15:09:29,99,0,7,0
2026-01-25 15:09:30,98,0,5,0
2026-01-25 15:09:31,97,0,7,0
2026-01-25 15:09:32,96,0,7,0
2026-01-25 15:09:33,95,0,7,0
2026-01-25 15:09:34,94,0,6,0
2026-01-25 15:09:35,93,0,3,0
2026-01-25 15:09:36,92,0,7,0
2026-01-25 15:09:37,91,0,3,0
2026-01-25 15:09:38,90,0,3,0
2026-01-25 15:09:39,89,0,3,0
2026-01-25 15:09:40,88,0,4,0
2026-01-25 15:09:41,87,0,2,0
2026-01-25 15:09:42,86,0,2,0
2026-01-25 15:09:43,85,0,7,0
2026-01-25 15:09:44,84,0,5,0
2026-01-25 15:09:45,83,0,6,0
2026-01-25 15:09:46,82,0,6,0
2026-01-25 15:09:47,81,0,6,0
2026-01-25 15:09:48,80,0,2,0
2026-01-25 15:09:49,79,0,4,0
2026-01-25 15:09:50,80,1,5,11
2026-01-25 15:09:51,81,1,3,12
2026-01-25 15:09:52,82,1,3,12
2026-01-25 15:09:53,83,1,3,14
2026-01-25 15:09:54,84,1,5,11
2026-01-25 15:09:55,85,1,5,12
2026-01-25 15:09:56,86,1,3,10
2026-01-25 15:09:57,87,1,7,12
2026-01-25 15:09:58,88,1,5,12
2026-01-25 15:09:59,89,1,5,12
2026-01-25 15:10:00,90,1,5,12
2026-01-25 15:10:01,91,1,5,10
2026-01-25 15:10:02,92,1,3,11
2026-01-25 15:10:03,93,1,6,11
2026-01-25 15:10:04,94,1,2,13
2026-01-25 15:10:05,95,1,3,10
2026-01-25 15:10:06,96,1,7,14
2026-01-25 15:10:07,97,1,2,13
2026-01-25 15:10:08,98,1,5,13
2026-01-25 15:10:09,99,1,2,14
2026-01-25 15:10:10,100,1,6,11
2026-01-25 15:10:11,99,0,5,0
2026-01-25 15:10:12,98,0,7,0
2026-01-25 15:10:13,97,0,7,0
2026-01-25 15:10:14,96,0,2,0
2026-01-25 15:10:15,95,0,2,0
2026-01-25 15:10:16,94,0,6,0
2026-01-25 15:10:17,93,0,7,0
2026-01-25 15:10:18,92,0,2,0
2026-01-25 15:10:19,91,0,4,0
2026-01-25 15:10:20,90,0,4,0
2026-01-25 15:10:21,89,0,6,0
2026-01-25 15:10:22,88,0,5,0
2026-01-25 15:10:23,87,0,5,0
2026-01-25 15:10:24,86,0,3,0
2026-01-25 15:10:25,85,0,2,0
2026-01-25 15:10:26,84,0,2,0
2026-01-25 15:10:27,83,0,3,0
2026-01-25 15:10:28,82,0,4,0
2026-01-25 15:10:29,81,0,7,0
2026-01-25 15:10:30,80,0,6,0
2026-01-25 15:10:31,79,0,6,0
2026-01-25 15:10:32,80,1,3,12
2026-01-25 15:10:33,81,1,2,11
2026-01-25 15:10:34,82,1,7,14
2026-01-25 15:10:35,83,1,7,12
2026-01-25 15:10:36,84,1,5,13
2026-01-25 15:10:37,85,1,6,12
2026-01-25 15:10:38,86,1,6,14
2026-01-25 15:10:39,87,1,2,10
2026-01-25 15:10:40,88,1,6,10
2026-01-25 15:10:41,89,1,2,12
2026-01-25 15:10:42,90,1,3,10
2026-01-25 15:10:43,91,1,6,14
2026-01-25 15:10:44,92,1,3,14
2026-01-25 15:10:45,93,1,6,14
2026-01-25 15:10:46,94,1,7,13
2026-01-25 15:10:47,95,1,5,14
2026-01-25 15:10:48,96,1,4,11
2026-01-25 15:10:49,97,1,6,11
2026-01-25 15:10:50,98,1,5,14
2026-01-25 15:10:51,99,1,4,11
2026-01-25 15:10:52,100,1,3,12
2026-01-25 15:10:53,99,0,4,0
2026-01-25 15:10:54,98,0,6,0
2026-01-25 15:10:55,97,0,6,0
2026-01-25 15:10:56,96,0,6,0
2026-01-25 15:10:57,95,0,4,0
2026-01-25 15:10:58,94,0,2,0
2026-01-25 15:10:59,93,0,4,0
2026-01-25 15:11:00,92,0,5,0
2026-01-25 15:11:01,91,0,5,0
2026-01-25 15:11:02,90,0,6,0
2026-01-25 15:11:03,89,0,2,0
2026-01-25 15:11:04,88,0,4,0
2026-01-25 15:11:05,87,0,3,0
2026-01-25 15:11:06,86,0,4,0
2026-01-25 15:11:07,85,0,5,0
2026-01-25 15:11:08,84,0,7,0
2026-01-25 15:11:09,83,0,2,0
2026-01-25 15:11:10,82,0,7,0
2026-01-25 15:11:11,81,0,6,0
2026-01-25 15:11:12,80,0,4,0
2026-01-25 15:11:13,79,0,3,0
2026-01-25 15:11:14,80,1,7,11
2026-01-25 15:11:15,81,1,6,10
2026-01-25 15:11:16,82,1,5,13
2026-01-25 15:11:17,83,1,5,10
2026-01-25 15:11:18,84,1,4,11
2026-01-25 15:11:19,85,1,5,14
2026-01-25 15:11:20,86,1,2,12
2026-01-25 15:11:21,87,1,4,13
2026-01-25 15:11:22,88,1,3,12
2026-01-25 15:11:23,89,1,6,13
2026-01-25 15:11:24,90,1,6,13
2026-01-25 15:11:25,91,1,7,10
2026-01-25 15:11:26,92,1,6,10
2026-01-25 15:11:27,93,1,4,10
2026-01-25 15:11:28,94,1,3,14
2026-01-25 15:11:29,95,1,3,11
2026-01-25 15:11:30,96,1,2,12
2026-01-25 15:11:31,97,1,7,11
2026-01-25 15:11:32,98,1,6,11
2026-01-25 15:11:33,99,1,3,10
2026-01-25 15:11:34,100,1,4,10
2026-01-25 15:11:35,99,0,7,0
2026-01-25 15:11:36,98,0,4,0
2026-01-25 15:11:37,97,0,6,0
2026-01-25 15:11:38,96,0,5,0
2026-01-25 15:11:39,95,0,4,0
2026-01-25 15:11:40,94,0,5,0
2026-01-25 15:11:41,93,0,5,0
2026-01-25 15:11:42,92,0,3,0
2026-01-25 15:11:43,91,0,5,0
2026-01-25 15:11:44,90,0,4,0
2026-01-25 15:11:45,89,0,6,0
2026-01-25 15:11:46,88,0,3,0
2026-01-25 15:11:47,87,0,3,0
2026-01-25 15:11:48,86,0,7,0
2026-01-25 15:11:49,85,0,7,0
2026-01-25 15:11:50,84,0,3,0
2026-01-25 15:11:51,83,0,3,0
2026-01-25 15:11:52,82,0,7,0
2026-01-25 15:11:53,81,0,3,0
2026-01-25 15:11:54,80,0,5,0
2026-01-25 15:11:55,79,0,7,0
2026-01-25 15:11:56,78,0,4,0
2026-01-25 15:11:57,79,1,7,13
2026-01-25 15:11:58,80,1,7,13
2026-01-25 15:11:59,81,1,7,14
2026-01-25 15:12:00,82,1,3,14
2026-01-25 15:12:01,83,1,7,13
2026-01-25 15:12:02,84,1,2,12
2026-01-25 15:12:03,85,1,4,13
2026-01-25 15:12:04,86,1,5,13
2026-01-25 15:12:05,87,1,7,14
2026-01-25 15:12:06,88,1,2,11
2026-01-25 15:12:07,89,1,2,10
2026-01-25 15:12:08,90,1,2,10
2026-01-25 15:12:09,91,1,3,14
2026-01-25 15:12:10,92,1,3,12
2026-01-25 15:12:11,93,1,4,10
2026-01-25 15:12:12,94,1,3,11
2026-01-25 15:12:13,95,1,5,11
2026-01-25 15:12:14,96,1,7,11
2026-01-25 15:12:15,97,1,2,12
2026-01-25 15:12:16,99,1,5,14
2026-01-25 15:12:17,100,1,4,14
2026-01-25 15:12:18,99,0,4,0
2026-01-25 15:12:19,98,0,7,0
2026-01-25 15:12:20,97,0,7,0
2026-01-25 15:12:21,96,0,4,0
2026-01-25 15:12:22,95,0,6,0
2026-01-25 15:12:23,94,0,7,0
2026-01-25 15:12:24,93,0,5,0
2026-01-25 15:12:25,92,0,5,0
2026-01-25 15:12:26,91,0,6,0
2026-01-25 15:12:27,90,0,3,0
2026-01-25 15:12:28,89,0,5,0
2026-01-25 15:12:29,88,0,3,0
2026-01-25 15:12:30,87,0,6,0
2026-01-25 15:12:31,86,0,6,0
2026-01-25 15:12:32,85,0,3,0
2026-01-25 15:12:33,84,0,2,0
2026-01-25 15:12:34,83,0,7,0
2026-01-25 15:12:35,82,0,6,0
2026-01-25 15:12:36,81,0,6,0
2026-01-25 15:12:37,80,0,4,0
2026-01-25 15:12:38,79,0,5,0
2026-01-25 15:12:39,80,1,7,11
2026-01-25 15:12:40,81,1,5,14
2026-01-25 15:12:41,82,1,7,11
2026-01-25 15:12:42,83,1,4,13
2026-01-25 15:12:43,84,1,7,13
2026-01-25 15:12:44,85,1,7,11
2026-01-25 15:12:45,86,1,5,10
2026-01-25 15:12:46,87,1,3,13
2026-01-25 15:12:47,88,1,2,11
2026-01-25 15:12:48,89,1,4,13
2026-01-25 15:12:49,90,1,4,11
2026-01-25 15:12:50,91,1,5,10
2026-01-25 15:12:51,92,1,2,13
2026-01-25 15:12:52,93,1,2,12
2026-01-25 15:12:53,94,1,5,13
2026-01-25 15:12:54,95,1,6,13
2026-01-25 15:12:55,96,1,2,14
2026-01-25 15:12:56,97,1,4,14
2026-01-25 15:12:57,98,1,5,10
2026-01-25 15:12:58,99,1,2,13
2026-01-25 15:12:59,100,1,3,11
2026-01-25 15:13:00,100,0,7,12
2026-01-25 15:13:01,99,0,5,0
2026-01-25 15:13:02,98,0,3,0
2026-01-25 15:13:03,97,0,7,0
2026-01-25 15:13:04,96,0,2,0
2026-01-25 15:13:05,95,0,2,0
2026-01-25 15:13:06,94,0,4,0
2026-01-25 15:13:07,93,0,4,0
2026-01-25 15:13:08,92,0,3,0
2026-01-25 15:13:09,91,0,2,0
2026-01-25 15:13:10,90,0,2,0
2026-01-25 15:13:11,89,0,6,0
2026-01-25 15:13:12,88,0,5,0
2026-01-25 15:13:13,87,0,6,0
2026-01-25 15:13:14,86,0,4,0
2026-01-25 15:13:15,85,0,4,0
2026-01-25 15:13:16,84,0,7,0
2026-01-25 15:13:17,83,0,4,0
2026-01-25 15:13:18,82,0,5,0
2026-01-25 15:13:19,81,0,5,0
2026-01-25 15:13:20,80,0,6,0
2026-01-25 15:13:21,79,0,7,0
2026-01-25 15:13:22,80,1,6,13
2026-01-25 15:13:23,81,1,3,10
2026-01-25 15:13:24,82,1,5,12
2026-01-25 15:13:25,83,1,5,14
2026-01-25 15:13:26,84,1,4,11
2026-01-25 15:13:27,85,1,3,14
2026-01-25 15:13:28,86,1,6,12
2026-01-25 15:13:29,87,1,5,10
2026-01-25 15:13:30,88,1,3,14
2026-01-25 15:13:31,89,1,2,13
2026-01-25 15:13:32,90,1,4,11
